,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,900.0,1154,2.8089892543999415,2.0,pictures\transformed\roomBright_figureDark\I.JPG,sharpness,0.621033181496504,brightness,28.37420001708441,gamma,0.8469346983715533,1.0,3_I_sharpness0.62_brightness28.0_gamma0.85.jpg,3.0,I,0.0,0.85,0.62,28.0,0.0
1,2100.0,2304,3.015692676327101,6.0,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.785002719439357,brightness,16.21960469355389,None,None,0.0,7_1_gamma0.79_brightness16.0.jpg,7.0,1,0.0,0.79,0.0,16.0,0.0
2,2400.0,2640,3.0251407695581087,7.0,pictures\transformed\roomBright_figureDark\9.JPG,contrast,0.8757982624244561,equalization,24.93940044342002,None,None,0.0,8_9_contrast0.88_equalization25.0.jpg,8.0,9,0.88,0.0,0.0,0.0,25.0
3,3300.0,3538,3.128333718567623,10.0,pictures\transformed\roomBright_figureDark\T.JPG,gamma,0.8934081813669512,equalization,9.113741885294967,None,None,2.0,11_T_gamma0.89_equalization9.1.jpg,11.0,T,0.0,0.89,0.0,0.0,9.1
4,5100.0,5329,3.148498335444709,16.0,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.860847945238378,contrast,1.118529492266223,None,None,1.0,17_S_gamma0.86_contrast1.1.jpg,17.0,S,1.1,0.86,0.0,0.0,0.0
5,5700.0,5928,3.063957881116008,18.0,pictures\transformed\roomBright_figureDark\0.JPG,sharpness,0.1711293384234172,gamma,1.056495647682572,equalization,29.68660230037807,2.0,19_0_sharpness0.17_gamma1.1_equalization30.0.jpg,19.0,0,0.0,1.1,0.17,0.0,30.0
6,7200.0,7437,2.8548585638708173,23.0,pictures\transformed\roomBright_figureDark\1.JPG,sharpness,0.1955353998734756,brightness,27.74538402454231,gamma,1.089362645648499,0.0,24_1_sharpness0.2_brightness28.0_gamma1.1.jpg,24.0,1,0.0,1.1,0.2,28.0,0.0
7,8700.0,8926,3.0205348735360014,28.0,pictures\transformed\roomBright_figureDark\I.JPG,contrast,0.8737450549981272,brightness,7.788476187501781,None,None,1.0,29_I_contrast0.87_brightness7.8.jpg,29.0,I,0.87,0.0,0.0,7.8,0.0
8,10200.0,10419,2.841181713714522,33.0,pictures\transformed\roomBright_figureDark\2.JPG,contrast,1.020642827961146,equalization,11.14250310888178,None,None,0.0,34_2_contrast1.0_equalization11.0.jpg,34.0,2,1.0,0.0,0.0,0.0,11.0
9,10500.0,10720,2.730349194800555,34.0,pictures\transformed\roomBright_figureDark\B.JPG,brightness,4.988840652053373,sharpness,0.9662191833260798,contrast,0.87316308648653,1.0,35_B_brightness5.0_sharpness0.97_contrast0.87.jpg,35.0,B,0.87,0.0,0.97,5.0,0.0
10,11700.0,11911,2.8047699145183933,38.0,pictures\transformed\roomBright_figureDark\S.JPG,brightness,8.305266612956643,sharpness,0.9653350579173656,contrast,1.107794440890812,2.0,39_S_brightness8.3_sharpness0.97_contrast1.1.jpg,39.0,S,1.1,0.0,0.97,8.3,0.0
11,13200.0,13409,2.961838186713545,43.0,pictures\transformed\roomBright_figureDark\S.JPG,contrast,1.158927638087325,gamma,1.051636522799069,None,None,1.0,44_S_contrast1.2_gamma1.1.jpg,44.0,S,1.2,1.1,0.0,0.0,0.0
12,13500.0,13729,2.915400125979156,44.0,pictures\transformed\roomBright_figureDark\C.JPG,sharpness,0.7956104419093354,equalization,13.05868684473945,None,None,1.0,45_C_sharpness0.8_equalization13.0.jpg,45.0,C,0.0,0.0,0.8,0.0,13.0
