,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,1500.0,1655,2.7575997102475514,4.0,pictures\transformed\roomBright_figureDark\C.JPG,contrast,0.9737038038731208,equalization,23.48414570245399,None,None,1.0,5_C_contrast0.97_equalization23.0.jpg,5.0,C,0.97,0.0,0.0,0.0,23.0
1,2100.0,2267,2.8932733282193737,6.0,pictures\transformed\roomBright_figureDark\3.JPG,contrast,0.9062339342132836,equalization,14.4345774252756,None,None,0.0,7_3_contrast0.91_equalization14.0.jpg,7.0,3,0.91,0.0,0.0,0.0,14.0
2,2700.0,2859,2.8776663753481198,8.0,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.6358657790938717,brightness,0.3489773066848845,sharpness,0.6183229330162053,1.0,9_I_gamma0.64_brightness0.35_sharpness0.62.jpg,9.0,I,0.0,0.64,0.62,0.35,0.0
3,6300.0,6432,3.1967319057871815,20.0,pictures\transformed\roomBright_figureDark\3.JPG,brightness,0.1729985258792821,gamma,1.095432790956651,contrast,1.000147360944911,0.0,21_3_brightness0.17_gamma1.1_contrast1.0.jpg,21.0,3,1.0,1.1,0.0,0.17,0.0
4,6900.0,7033,3.06719606181949,22.0,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.3684687732169312,gamma,0.6459444912427197,None,None,0.0,23_2_sharpness0.37_gamma0.65.jpg,23.0,2,0.0,0.65,0.37,0.0,0.0
5,7500.0,7630,3.27883201840126,24.0,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.4666008739632643,brightness,6.252818694145744,None,None,1.0,25_S_sharpness0.47_brightness6.3.jpg,25.0,S,0.0,0.0,0.47,6.3,0.0
6,8700.0,8843,3.0583105197247744,28.0,pictures\transformed\roomBright_figureDark\9.JPG,sharpness,0.1409825493681648,contrast,1.067887657221756,equalization,24.09379520142768,0.0,29_9_sharpness0.14_contrast1.1_equalization24.0.jpg,29.0,9,1.1,0.0,0.14,0.0,24.0
7,11700.0,11836,2.868517032774482,38.0,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.6842994852846654,gamma,0.7732997601725468,equalization,17.68506456350306,1.0,39_S_sharpness0.68_gamma0.77_equalization18.0.jpg,39.0,S,0.0,0.77,0.68,0.0,18.0
8,12600.0,12191,2.5253055390886185,41.0,pictures\transformed\roomBright_figureDark\1.JPG,contrast,0.9083520613460622,sharpness,0.4273702380630136,None,None,0.0,42_1_contrast0.91_sharpness0.43.jpg,42.0,1,0.91,0.0,0.43,0.0,0.0
9,13200.0,12704,3.447123533774294,43.0,pictures\transformed\roomBright_figureDark\S.JPG,contrast,0.9134747804528142,sharpness,0.4008590669290395,None,None,1.0,44_S_contrast0.91_sharpness0.4.jpg,44.0,S,0.91,0.0,0.4,0.0,0.0
10,13500.0,13317,2.770173384383197,44.0,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.5996061516486773,contrast,1.004603214671093,equalization,31.40449224207267,1.0,45_B_gamma0.6_contrast1.0_equalization31.0.jpg,45.0,B,1.0,0.6,0.0,0.0,31.0
11,,13647,3.4293927074060444,,,,,,,,,,,,,,,,,
