,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,2400,2631,2.3374536046105883,7,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.4686049091524568,sharpness,0.429990173335041,equalization,19.50658670234084,0,8_1_gamma0.47_sharpness0.43_equalization20.0.jpg,8,1,0.0,0.47,0.43,0.0,20.0
1,3000,3170,2.527035291784541,9,pictures\transformed\roomBright_figureDark\9.JPG,gamma,0.8019213380243453,contrast,1.122161769872101,brightness,21.21432219441698,2,10_9_gamma0.8_contrast1.1_brightness21.0.jpg,10,9,1.1,0.8,0.0,21.0,0.0
2,3900,4033,2.5451841166860247,12,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.5456308867611598,sharpness,0.3426304231175929,equalization,20.38003767746457,0,13_8_gamma0.55_sharpness0.34_equalization20.0.jpg,13,8,0.0,0.55,0.34,0.0,20.0
3,4500,4639,2.82549185029153,14,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.9101589168603388,contrast,1.17077769363413,sharpness,0.4297258465342015,2,15_I_gamma0.91_contrast1.2_sharpness0.43.jpg,15,I,1.2,0.91,0.43,0.0,0.0
4,5700,5846,3.316744173443941,18,pictures\transformed\roomBright_figureDark\0.JPG,contrast,1.227862952155785,sharpness,0.4659042768121669,equalization,22.24112995146386,0,19_0_contrast1.2_sharpness0.47_equalization22.0.jpg,19,0,1.2,0.0,0.47,0.0,22.0
5,7800,7948,3.136169284629307,25,pictures\transformed\roomBright_figureDark\9.JPG,gamma,1.261799619485236,contrast,1.112902204663712,sharpness,0.5718270084900716,0,26_9_gamma1.3_contrast1.1_sharpness0.57.jpg,26,9,1.1,1.3,0.57,0.0,0.0
6,10200,10402,3.465392898186478,33,pictures\transformed\roomBright_figureDark\E.JPG,contrast,1.046587657052096,sharpness,1.319706615131807,equalization,14.49908777221098,1,34_E_contrast1.0_sharpness1.3_equalization14.0.jpg,34,E,1.0,0.0,1.3,0.0,14.0
7,12600,12775,2.834594200309814,41,pictures\transformed\roomBright_figureDark\B.JPG,gamma,0.7712653831292733,contrast,0.8355374728767926,sharpness,0.9373037621727944,2,42_B_gamma0.77_contrast0.84_sharpness0.94.jpg,42,B,0.84,0.77,0.94,0.0,0.0
8,13200,13328,3.3357007353519936,43,pictures\transformed\roomBright_figureDark\S.JPG,gamma,0.9031534791839076,contrast,1.068237675849328,sharpness,0.4238278251474009,1,44_S_gamma0.9_contrast1.1_sharpness0.42.jpg,44,S,1.1,0.9,0.42,0.0,0.0
9,13500,13620,2.8392477680733452,44,pictures\transformed\roomBright_figureDark\C.JPG,gamma,0.9925291984694083,contrast,1.16990050804201,sharpness,0.5605122706743829,1,45_C_gamma0.99_contrast1.2_sharpness0.56.jpg,45,C,1.2,0.99,0.56,0.0,0.0
