,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,3600,3803,2.592928218465583,11,pictures\transformed\roomBright_figureDark\P.JPG,sharpness,0.4834269442689394,contrast,0.8397896976579486,equalization,6.787298866556785,1,12_P_sharpness0.48_contrast0.84_equalization6.8.jpg,12,P,0.84,0.0,0.48,0.0,6.8
1,3900,4150,2.7019511463518677,12,pictures\transformed\roomBright_figureDark\3.JPG,sharpness,0.3149673543096791,gamma,0.8727630081629674,equalization,12.52383732735613,0,13_3_sharpness0.31_gamma0.87_equalization13.0.jpg,13,3,0.0,0.87,0.31,0.0,13.0
2,4800,5018,2.8813257661462193,15,pictures\transformed\roomBright_figureDark\P.JPG,brightness,9.215697575691864,sharpness,0.212931325855689,contrast,0.9533300768148693,1,16_P_brightness9.2_sharpness0.21_contrast0.95.jpg,16,P,0.95,0.0,0.21,9.2,0.0
3,5400,5596,3.025058562230167,17,pictures\transformed\roomBright_figureDark\J.JPG,brightness,28.4661361340047,sharpness,0.2552697803696949,gamma,0.6026937859827797,2,18_J_brightness28.0_sharpness0.26_gamma0.6.jpg,18,J,0.0,0.6,0.26,28.0,0.0
4,5700,5947,2.783416969832953,18,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.8088920496966829,sharpness,0.2530340047880839,brightness,17.68291416956692,2,19_8_gamma0.81_sharpness0.25_brightness18.0.jpg,19,8,0.0,0.81,0.25,18.0,0.0
5,7500,7727,2.6335104586484124,24,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.103302769215753,gamma,0.65056025066136,equalization,17.34735959508259,0,25_2_sharpness0.1_gamma0.65_equalization17.0.jpg,25,2,0.0,0.65,0.1,0.0,17.0
6,7800,8010,2.6387122062666664,25,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.8388691109476516,sharpness,0.9557151408899296,equalization,31.50527627767793,1,26_I_gamma0.84_sharpness0.96_equalization32.0.jpg,26,I,0.0,0.84,0.96,0.0,32.0
7,8100,8341,2.946598642504157,26,pictures\transformed\roomBright_figureDark\0.JPG,contrast,1.138192001172795,gamma,0.7240856315413339,equalization,31.1933371944384,0,27_0_contrast1.1_gamma0.72_equalization31.0.jpg,27,0,1.1,0.72,0.0,0.0,31.0
8,8700,8931,2.720338323427591,28,pictures\transformed\roomBright_figureDark\9.JPG,contrast,1.040191332912817,gamma,0.5720685091354386,equalization,29.30933208726871,0,29_9_contrast1.0_gamma0.57_equalization29.0.jpg,29,9,1.0,0.57,0.0,0.0,29.0
9,12300,12504,2.7767348870314184,40,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.0451453545537949,brightness,18.21952933862453,contrast,1.02435236853539,1,41_S_sharpness0.045_brightness18.0_contrast1.0.jpg,41,S,1.0,0.0,0.045,18.0,0.0
10,13500,13717,3.339097552724437,44,pictures\transformed\roomBright_figureDark\1.JPG,contrast,0.999345660046095,sharpness,0.7819466107401855,equalization,22.32801415422619,2,45_1_contrast1.0_sharpness0.78_equalization22.0.jpg,45,1,1.0,0.0,0.78,0.0,22.0
