,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,1500,1650,,4,pictures\transformed\roomBright_figureDark\2.JPG,gamma,1.020174820164723,sharpness,0.7457416493187045,equalization,10.92747710382091,0,5_2_gamma1.0_sharpness0.75_equalization11.0.jpg,5,2,0.0,1.0,0.75,0.0,11.0
1,3000,3151,,9,pictures\transformed\roomBright_figureDark\S.JPG,contrast,1.101999562033987,brightness,9.037066284827556,sharpness,0.8776856973268835,1,10_S_contrast1.1_brightness9.0_sharpness0.88.jpg,10,S,1.1,0.0,0.88,9.0,0.0
2,3300,3460,,10,pictures\transformed\roomBright_figureDark\2.JPG,sharpness,0.1317788949208175,gamma,0.9215077569695416,equalization,8.145086998313651,2,11_2_sharpness0.13_gamma0.92_equalization8.1.jpg,11,2,0.0,0.92,0.13,0.0,8.1
3,3900,4066,,12,pictures\transformed\roomBright_figureDark\3.JPG,contrast,1.087370363413541,sharpness,0.883380656559595,gamma,0.623501001570718,0,13_3_contrast1.1_sharpness0.88_gamma0.62.jpg,13,3,1.1,0.62,0.88,0.0,0.0
4,7200,7366,,23,pictures\transformed\roomBright_figureDark\7.JPG,brightness,5.625360388165051,sharpness,0.7223304381338805,contrast,0.8335975097851664,2,24_7_brightness5.6_sharpness0.72_contrast0.83.jpg,24,7,0.83,0.0,0.72,5.6,0.0
5,7800,7938,,25,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.1792474901802549,contrast,1.010738722088169,equalization,18.92747866059367,2,26_S_sharpness0.18_contrast1.0_equalization19.0.jpg,26,S,1.0,0.0,0.18,0.0,19.0
6,8400,8526,,27,pictures\transformed\roomBright_figureDark\1.JPG,contrast,0.9061840018442334,sharpness,0.7509703354168672,equalization,21.93841087189167,0,28_1_contrast0.91_sharpness0.75_equalization22.0.jpg,28,1,0.91,0.0,0.75,0.0,22.0
7,12900,13044,,42,pictures\transformed\roomBright_figureDark\E.JPG,sharpness,0.3564154742398392,gamma,0.8869701369476944,brightness,5.034792221227551,1,43_E_sharpness0.36_gamma0.89_brightness5.0.jpg,43,E,0.0,0.89,0.36,5.0,0.0
8,13500,13617,,44,pictures\transformed\roomBright_figureDark\T.JPG,contrast,0.8269766548206205,sharpness,0.986225599135274,gamma,0.7870685381686324,2,45_T_contrast0.83_sharpness0.99_gamma0.79.jpg,45,T,0.83,0.79,0.99,0.0,0.0
9,14100,14269,,46,pictures\transformed\roomBright_figureDark\3.JPG,gamma,0.5642687279782165,contrast,1.184259035707252,equalization,19.35797271148748,0,47_3_gamma0.56_contrast1.2_equalization19.0.jpg,47,3,1.2,0.56,0.0,0.0,19.0
